Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,ACS19_5yr_B25003001,ACS19_5yr_B25003002,ACS19_5yr_B25003003,ACS19_5yr_B25003001s,ACS19_5yr_B25003002s,ACS19_5yr_B25003003s
"06097150306","Census Tract 1503.06","Census Tract 1503.06, Sonoma County, California","ca","140","00","ACSSF","0010215",,,,,"06","097",,,,"150306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150306",,,"12745360","0",1811,1145,666,64.84849,76.36364,84.84849
"06097150500","Census Tract 1505","Census Tract 1505, Sonoma County, California","ca","140","00","ACSSF","0010216",,,,,"06","097",,,,"150500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150500",,,"103147994","93385",1900,1423,477,125.4545,136.3636,100.6061
"06097150601","Census Tract 1506.01","Census Tract 1506.01, Sonoma County, California","ca","140","00","ACSSF","0010217",,,,,"06","097",,,,"150601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150601",,,"1245610","0",1411,1079,332,25.45455,54.54546,56.9697
"06097150602","Census Tract 1506.02","Census Tract 1506.02, Sonoma County, California","ca","140","00","ACSSF","0010218",,,,,"06","097",,,,"150602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150602",,,"1670111","0",1550,1342,208,28.48485,52.12121,44.24242
"06097150603","Census Tract 1506.03","Census Tract 1506.03, Sonoma County, California","ca","140","00","ACSSF","0010219",,,,,"06","097",,,,"150603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150603",,,"3464700","0",2866,1575,1291,87.87878,115.7576,118.7879
"06097150607","Census Tract 1506.07","Census Tract 1506.07, Sonoma County, California","ca","140","00","ACSSF","0010220",,,,,"06","097",,,,"150607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150607",,,"11093822","0",1738,1349,389,57.57576,70.30303,63.0303
"06097150609","Census Tract 1506.09","Census Tract 1506.09, Sonoma County, California","ca","140","00","ACSSF","0010221",,,,,"06","097",,,,"150609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150609",,,"2300628","0",2008,1377,631,40,68.48485,76.36364
"06097150610","Census Tract 1506.10","Census Tract 1506.10, Sonoma County, California","ca","140","00","ACSSF","0010222",,,,,"06","097",,,,"150610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150610",,,"1349445","0",1346,1087,259,33.33333,52.12121,47.87879
"06097150611","Census Tract 1506.11","Census Tract 1506.11, Sonoma County, California","ca","140","00","ACSSF","0010223",,,,,"06","097",,,,"150611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150611",,,"2955014","0",1430,795,635,48.48485,53.93939,69.69697
"06097150612","Census Tract 1506.12","Census Tract 1506.12, Sonoma County, California","ca","140","00","ACSSF","0010224",,,,,"06","097",,,,"150612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150612",,,"173541348","7309432",1666,1042,624,52.12121,56.9697,66.06061
"06097150701","Census Tract 1507.01","Census Tract 1507.01, Sonoma County, California","ca","140","00","ACSSF","0010225",,,,,"06","097",,,,"150701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150701",,,"3389488","196497",2059,994,1065,52.72727,91.51515,95.75758
"06097150702","Census Tract 1507.02","Census Tract 1507.02, Sonoma County, California","ca","140","00","ACSSF","0010226",,,,,"06","097",,,,"150702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150702",,,"20405347","0",1939,1498,441,70.90909,80.60606,93.33334
"06097150800","Census Tract 1508","Census Tract 1508, Sonoma County, California","ca","140","00","ACSSF","0010227",,,,,"06","097",,,,"150800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150800",,,"13816442","0",2012,1128,884,41.21212,59.39394,59.39394
"06097150901","Census Tract 1509.01","Census Tract 1509.01, Sonoma County, California","ca","140","00","ACSSF","0010228",,,,,"06","097",,,,"150901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150901",,,"2974714","20869",2041,1056,985,74.54546,80.60606,90.90909
"06097150902","Census Tract 1509.02","Census Tract 1509.02, Sonoma County, California","ca","140","00","ACSSF","0010229",,,,,"06","097",,,,"150902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097150902",,,"2435057","0",1409,1000,409,38.18182,64.24242,63.0303
"06097151000","Census Tract 1510","Census Tract 1510, Sonoma County, California","ca","140","00","ACSSF","0010230",,,,,"06","097",,,,"151000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151000",,,"15668587","0",1495,910,585,47.87879,61.81818,66.66666
"06097151100","Census Tract 1511","Census Tract 1511, Sonoma County, California","ca","140","00","ACSSF","0010231",,,,,"06","097",,,,"151100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151100",,,"120527134","654743",1901,1185,716,51.51515,53.33333,53.33333
"06097151201","Census Tract 1512.01","Census Tract 1512.01, Sonoma County, California","ca","140","00","ACSSF","0010232",,,,,"06","097",,,,"151201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151201",,,"28414697","29015",2920,1955,965,86.06061,124.8485,108.4848
"06097151203","Census Tract 1512.03","Census Tract 1512.03, Sonoma County, California","ca","140","00","ACSSF","0010233",,,,,"06","097",,,,"151203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151203",,,"2440503","0",1776,1118,658,78.18182,76.9697,67.87878
"06097151204","Census Tract 1512.04","Census Tract 1512.04, Sonoma County, California","ca","140","00","ACSSF","0010234",,,,,"06","097",,,,"151204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151204",,,"3324350","0",1179,585,594,81.81818,59.39394,61.21212
"06097151301","Census Tract 1513.01","Census Tract 1513.01, Sonoma County, California","ca","140","00","ACSSF","0010235",,,,,"06","097",,,,"151301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151301",,,"1174274","0",1659,840,819,56.36364,73.93939,84.84849
"06097151305","Census Tract 1513.05","Census Tract 1513.05, Sonoma County, California","ca","140","00","ACSSF","0010236",,,,,"06","097",,,,"151305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151305",,,"1763148","0",2548,695,1853,71.51515,91.51515,105.4545
"06097151306","Census Tract 1513.06","Census Tract 1513.06, Sonoma County, California","ca","140","00","ACSSF","0010237",,,,,"06","097",,,,"151306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151306",,,"1115202","0",1735,1123,612,52.72727,64.84849,64.84849
"06097151307","Census Tract 1513.07","Census Tract 1513.07, Sonoma County, California","ca","140","00","ACSSF","0010238",,,,,"06","097",,,,"151307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151307",,,"4488749","0",2018,1496,522,63.0303,69.69697,64.24242
"06097151308","Census Tract 1513.08","Census Tract 1513.08, Sonoma County, California","ca","140","00","ACSSF","0010239",,,,,"06","097",,,,"151308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151308",,,"2976460","0",1964,1021,943,85.45454,87.87878,104.8485
"06097151309","Census Tract 1513.09","Census Tract 1513.09, Sonoma County, California","ca","140","00","ACSSF","0010240",,,,,"06","097",,,,"151309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151309",,,"36079293","0",2146,1524,622,71.51515,87.87878,83.63636
"06097151310","Census Tract 1513.10","Census Tract 1513.10, Sonoma County, California","ca","140","00","ACSSF","0010241",,,,,"06","097",,,,"151310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151310",,,"2197420","0",1507,802,705,46.66667,70.30303,71.51515
"06097151311","Census Tract 1513.11","Census Tract 1513.11, Sonoma County, California","ca","140","00","ACSSF","0010242",,,,,"06","097",,,,"151311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151311",,,"4188287","0",2402,1458,944,80,146.6667,149.697
"06097151401","Census Tract 1514.01","Census Tract 1514.01, Sonoma County, California","ca","140","00","ACSSF","0010243",,,,,"06","097",,,,"151401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151401",,,"12333720","0",2607,1312,1295,80,121.2121,134.5455
"06097151402","Census Tract 1514.02","Census Tract 1514.02, Sonoma County, California","ca","140","00","ACSSF","0010244",,,,,"06","097",,,,"151402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151402",,,"8819859","0",3510,1486,2024,124.8485,130.9091,154.5455
"06097151502","Census Tract 1515.02","Census Tract 1515.02, Sonoma County, California","ca","140","00","ACSSF","0010245",,,,,"06","097",,,,"151502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151502",,,"27007950","44762",2890,1519,1371,108.4848,110.303,118.7879
"06097151503","Census Tract 1515.03","Census Tract 1515.03, Sonoma County, California","ca","140","00","ACSSF","0010246",,,,,"06","097",,,,"151503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151503",,,"14670288","0",1362,1262,100,39.39394,41.21212,27.27273
"06097151504","Census Tract 1515.04","Census Tract 1515.04, Sonoma County, California","ca","140","00","ACSSF","0010247",,,,,"06","097",,,,"151504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151504",,,"1555736","0",1287,1018,269,41.21212,48.48485,47.27273
"06097151601","Census Tract 1516.01","Census Tract 1516.01, Sonoma County, California","ca","140","00","ACSSF","0010248",,,,,"06","097",,,,"151601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151601",,,"54641723","41301",1751,1318,433,57.57576,69.09091,66.06061
"06097151602","Census Tract 1516.02","Census Tract 1516.02, Sonoma County, California","ca","140","00","ACSSF","0010249",,,,,"06","097",,,,"151602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151602",,,"33113703","228016",1810,1425,385,69.69697,69.09091,58.18182
"06097151700","Census Tract 1517","Census Tract 1517, Sonoma County, California","ca","140","00","ACSSF","0010250",,,,,"06","097",,,,"151700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151700",,,"4884766","365795",2915,1077,1838,103.0303,100.6061,119.3939
"06097151800","Census Tract 1518","Census Tract 1518, Sonoma County, California","ca","140","00","ACSSF","0010251",,,,,"06","097",,,,"151800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151800",,,"2522621","0",2041,1283,758,81.81818,104.2424,109.0909
"06097151900","Census Tract 1519","Census Tract 1519, Sonoma County, California","ca","140","00","ACSSF","0010252",,,,,"06","097",,,,"151900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097151900",,,"980869","0",1449,441,1008,36.36364,55.15152,69.69697
"06097152000","Census Tract 1520","Census Tract 1520, Sonoma County, California","ca","140","00","ACSSF","0010253",,,,,"06","097",,,,"152000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152000",,,"1271623","0",987,83,904,52.72727,19.39394,52.12121
"06097152100","Census Tract 1521","Census Tract 1521, Sonoma County, California","ca","140","00","ACSSF","0010254",,,,,"06","097",,,,"152100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152100",,,"2173159","0",1018,557,461,60.60606,60,72.12122
"06097152201","Census Tract 1522.01","Census Tract 1522.01, Sonoma County, California","ca","140","00","ACSSF","0010255",,,,,"06","097",,,,"152201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152201",,,"1204483","0",1742,564,1178,67.87878,60,75.15151
"06097152202","Census Tract 1522.02","Census Tract 1522.02, Sonoma County, California","ca","140","00","ACSSF","0010256",,,,,"06","097",,,,"152202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152202",,,"2773402","0",2844,1695,1149,107.8788,98.78788,109.697
"06097152203","Census Tract 1522.03","Census Tract 1522.03, Sonoma County, California","ca","140","00","ACSSF","0010257",,,,,"06","097",,,,"152203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152203",,,"1320234","0",1800,603,1197,68.48485,54.54546,80
"06097152300","Census Tract 1523","Census Tract 1523, Sonoma County, California","ca","140","00","ACSSF","0010258",,,,,"06","097",,,,"152300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152300",,,"3462062","0",1764,1351,413,62.42424,67.87878,68.48485
"06097152400","Census Tract 1524","Census Tract 1524, Sonoma County, California","ca","140","00","ACSSF","0010259",,,,,"06","097",,,,"152400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152400",,,"21015564","105674",3645,2809,836,167.2727,190.9091,150.303
"06097152501","Census Tract 1525.01","Census Tract 1525.01, Sonoma County, California","ca","140","00","ACSSF","0010260",,,,,"06","097",,,,"152501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152501",,,"1990911","0",1707,795,912,44.84848,55.75758,63.0303
"06097152502","Census Tract 1525.02","Census Tract 1525.02, Sonoma County, California","ca","140","00","ACSSF","0010261",,,,,"06","097",,,,"152502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152502",,,"1835982","0",1476,920,556,55.15152,69.09091,65.45454
"06097152600","Census Tract 1526","Census Tract 1526, Sonoma County, California","ca","140","00","ACSSF","0010262",,,,,"06","097",,,,"152600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152600",,,"123021315","26526",3078,2451,627,107.2727,104.2424,100
"06097152701","Census Tract 1527.01","Census Tract 1527.01, Sonoma County, California","ca","140","00","ACSSF","0010263",,,,,"06","097",,,,"152701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152701",,,"23870308","0",1989,1348,641,114.5455,136.9697,121.8182
"06097152702","Census Tract 1527.02","Census Tract 1527.02, Sonoma County, California","ca","140","00","ACSSF","0010264",,,,,"06","097",,,,"152702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152702",,,"20738889","0",1838,863,975,94.54546,71.51515,83.0303
"06097152801","Census Tract 1528.01","Census Tract 1528.01, Sonoma County, California","ca","140","00","ACSSF","0010265",,,,,"06","097",,,,"152801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152801",,,"5202699","0",1490,1077,413,99.39394,103.6364,98.18182
"06097152802","Census Tract 1528.02","Census Tract 1528.02, Sonoma County, California","ca","140","00","ACSSF","0010266",,,,,"06","097",,,,"152802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152802",,,"2053123","0",2805,804,2001,102.4242,87.87878,120
"06097152903","Census Tract 1529.03","Census Tract 1529.03, Sonoma County, California","ca","140","00","ACSSF","0010267",,,,,"06","097",,,,"152903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152903",,,"1669655","0",1562,723,839,30.90909,67.27273,73.33334
"06097152904","Census Tract 1529.04","Census Tract 1529.04, Sonoma County, California","ca","140","00","ACSSF","0010268",,,,,"06","097",,,,"152904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152904",,,"2304072","0",1892,1268,624,64.84849,65.45454,69.09091
"06097152905","Census Tract 1529.05","Census Tract 1529.05, Sonoma County, California","ca","140","00","ACSSF","0010269",,,,,"06","097",,,,"152905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152905",,,"1240406","0",1530,927,603,40.60606,57.57576,61.21212
"06097152906","Census Tract 1529.06","Census Tract 1529.06, Sonoma County, California","ca","140","00","ACSSF","0010270",,,,,"06","097",,,,"152906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097152906",,,"26280731","21574",2025,1460,565,81.21212,105.4545,86.06061
"06097153001","Census Tract 1530.01","Census Tract 1530.01, Sonoma County, California","ca","140","00","ACSSF","0010271",,,,,"06","097",,,,"153001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153001",,,"2505517","0",2687,778,1909,64.24242,93.33334,120.6061
"06097153002","Census Tract 1530.02","Census Tract 1530.02, Sonoma County, California","ca","140","00","ACSSF","0010272",,,,,"06","097",,,,"153002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153002",,,"2244330","0",1903,921,982,79.39394,90.90909,108.4848
"06097153003","Census Tract 1530.03","Census Tract 1530.03, Sonoma County, California","ca","140","00","ACSSF","0010273",,,,,"06","097",,,,"153003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153003",,,"1728005","0",1958,1069,889,64.84849,66.66666,81.81818
"06097153005","Census Tract 1530.05","Census Tract 1530.05, Sonoma County, California","ca","140","00","ACSSF","0010274",,,,,"06","097",,,,"153005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153005",,,"24773143","0",2495,1903,592,62.42424,115.7576,106.6667
"06097153006","Census Tract 1530.06","Census Tract 1530.06, Sonoma County, California","ca","140","00","ACSSF","0010275",,,,,"06","097",,,,"153006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153006",,,"3406973","0",2920,1915,1005,50.90909,112.1212,112.7273
"06097153102","Census Tract 1531.02","Census Tract 1531.02, Sonoma County, California","ca","140","00","ACSSF","0010276",,,,,"06","097",,,,"153102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153102",,,"1240740","0",1499,722,777,33.33333,89.69697,90.90909
"06097153103","Census Tract 1531.03","Census Tract 1531.03, Sonoma County, California","ca","140","00","ACSSF","0010277",,,,,"06","097",,,,"153103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153103",,,"1586976","0",1399,736,663,54.54546,72.12122,72.72727
"06097153104","Census Tract 1531.04","Census Tract 1531.04, Sonoma County, California","ca","140","00","ACSSF","0010278",,,,,"06","097",,,,"153104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153104",,,"1711348","0",1218,395,823,43.63636,56.9697,67.27273
"06097153200","Census Tract 1532","Census Tract 1532, Sonoma County, California","ca","140","00","ACSSF","0010279",,,,,"06","097",,,,"153200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153200",,,"12676764","0",2550,1240,1310,83.63636,142.4242,129.0909
"06097153300","Census Tract 1533","Census Tract 1533, Sonoma County, California","ca","140","00","ACSSF","0010280",,,,,"06","097",,,,"153300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153300",,,"32708093","0",3834,2391,1443,85.45454,173.3333,159.3939
"06097153401","Census Tract 1534.01","Census Tract 1534.01, Sonoma County, California","ca","140","00","ACSSF","0010281",,,,,"06","097",,,,"153401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153401",,,"10829320","0",2675,1428,1247,104.8485,108.4848,107.2727
"06097153403","Census Tract 1534.03","Census Tract 1534.03, Sonoma County, California","ca","140","00","ACSSF","0010282",,,,,"06","097",,,,"153403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153403",,,"8540799","0",1586,1076,510,75.15151,79.39394,70.90909
"06097153404","Census Tract 1534.04","Census Tract 1534.04, Sonoma County, California","ca","140","00","ACSSF","0010283",,,,,"06","097",,,,"153404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153404",,,"8670299","0",1739,1198,541,63.0303,63.63636,65.45454
"06097153501","Census Tract 1535.01","Census Tract 1535.01, Sonoma County, California","ca","140","00","ACSSF","0010284",,,,,"06","097",,,,"153501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153501",,,"45697914","0",1901,1379,522,73.33334,78.18182,66.06061
"06097153502","Census Tract 1535.02","Census Tract 1535.02, Sonoma County, California","ca","140","00","ACSSF","0010285",,,,,"06","097",,,,"153502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153502",,,"69502901","48862",1741,1367,374,70.90909,70.90909,66.06061
"06097153600","Census Tract 1536","Census Tract 1536, Sonoma County, California","ca","140","00","ACSSF","0010286",,,,,"06","097",,,,"153600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153600",,,"41671192","0",2280,1615,665,123.6364,120.6061,123.0303
"06097153703","Census Tract 1537.03","Census Tract 1537.03, Sonoma County, California","ca","140","00","ACSSF","0010287",,,,,"06","097",,,,"153703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153703",,,"74390863","817247",1729,1110,619,89.09091,96.9697,81.21212
"06097153704","Census Tract 1537.04","Census Tract 1537.04, Sonoma County, California","ca","140","00","ACSSF","0010288",,,,,"06","097",,,,"153704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153704",,,"59460007","321777",1891,1112,779,96.36364,98.18182,102.4242
"06097153705","Census Tract 1537.05","Census Tract 1537.05, Sonoma County, California","ca","140","00","ACSSF","0010289",,,,,"06","097",,,,"153705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153705",,,"46048166","522775",1829,1293,536,63.63636,73.93939,73.93939
"06097153706","Census Tract 1537.06","Census Tract 1537.06, Sonoma County, California","ca","140","00","ACSSF","0010290",,,,,"06","097",,,,"153706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153706",,,"41324856","340744",1997,1437,560,87.87878,93.93939,83.63636
"06097153801","Census Tract 1538.01","Census Tract 1538.01, Sonoma County, California","ca","140","00","ACSSF","0010291",,,,,"06","097",,,,"153801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153801",,,"37011930","509820",3019,2116,903,93.33334,129.0909,120
"06097153804","Census Tract 1538.04","Census Tract 1538.04, Sonoma County, California","ca","140","00","ACSSF","0010292",,,,,"06","097",,,,"153804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153804",,,"1244830","0",1147,955,192,32.72727,44.84848,38.78788
"06097153806","Census Tract 1538.06","Census Tract 1538.06, Sonoma County, California","ca","140","00","ACSSF","0010293",,,,,"06","097",,,,"153806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153806",,,"1698066","0",1186,866,320,43.63636,57.57576,46.06061
"06097153807","Census Tract 1538.07","Census Tract 1538.07, Sonoma County, California","ca","140","00","ACSSF","0010294",,,,,"06","097",,,,"153807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153807",,,"59025327","69200",1364,1259,105,39.39394,48.48485,32.12121
"06097153808","Census Tract 1538.08","Census Tract 1538.08, Sonoma County, California","ca","140","00","ACSSF","0010295",,,,,"06","097",,,,"153808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153808",,,"3016037","0",1535,1070,465,51.51515,56.36364,48.48485
"06097153809","Census Tract 1538.09","Census Tract 1538.09, Sonoma County, California","ca","140","00","ACSSF","0010296",,,,,"06","097",,,,"153809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153809",,,"4088671","0",1564,1119,445,38.18182,81.81818,72.12122
"06097153901","Census Tract 1539.01","Census Tract 1539.01, Sonoma County, California","ca","140","00","ACSSF","0010297",,,,,"06","097",,,,"153901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153901",,,"65998410","139189",2081,1386,695,101.2121,112.1212,106.0606
"06097153902","Census Tract 1539.02","Census Tract 1539.02, Sonoma County, California","ca","140","00","ACSSF","0010298",,,,,"06","097",,,,"153902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153902",,,"3501240","0",1713,795,918,72.12122,75.75758,82.42424
"06097153903","Census Tract 1539.03","Census Tract 1539.03, Sonoma County, California","ca","140","00","ACSSF","0010299",,,,,"06","097",,,,"153903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097153903",,,"3228206","0",1522,1069,453,74.54546,81.21212,65.45454
"06097154000","Census Tract 1540","Census Tract 1540, Sonoma County, California","ca","140","00","ACSSF","0010300",,,,,"06","097",,,,"154000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097154000",,,"223342669","1503129",1052,793,259,71.51515,63.0303,55.15152
"06097154100","Census Tract 1541","Census Tract 1541, Sonoma County, California","ca","140","00","ACSSF","0010301",,,,,"06","097",,,,"154100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097154100",,,"579739760","428023",1353,825,528,75.75758,51.51515,70.30303
"06097154201","Census Tract 1542.01","Census Tract 1542.01, Sonoma County, California","ca","140","00","ACSSF","0010302",,,,,"06","097",,,,"154201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097154201",,,"26676840","18555",1387,696,691,60.60606,59.39394,65.45454
"06097154202","Census Tract 1542.02","Census Tract 1542.02, Sonoma County, California","ca","140","00","ACSSF","0010303",,,,,"06","097",,,,"154202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097154202",,,"174670487","15072648",2302,1769,533,94.54546,93.33334,81.81818
"06097154302","Census Tract 1543.02","Census Tract 1543.02, Sonoma County, California","ca","140","00","ACSSF","0010304",,,,,"06","097",,,,"154302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097154302",,,"137970521","9604669",1797,1349,448,106.6667,121.2121,68.48485
"06097154303","Census Tract 1543.03","Census Tract 1543.03, Sonoma County, California","ca","140","00","ACSSF","0010305",,,,,"06","097",,,,"154303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097154303",,,"133774603","25698997",777,624,153,58.18182,52.72727,32.72727
"06097154304","Census Tract 1543.04","Census Tract 1543.04, Sonoma County, California","ca","140","00","ACSSF","0010306",,,,,"06","097",,,,"154304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06097154304",,,"888646094","16874331",1088,697,391,77.57576,65.45454,69.69697
